id	name	type	time_limit	score	passed_minimum	level	price	number_of_questions	quiz_session_number_of_user	quiz_session_avg_user_score
944	Lesson 14. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
943	Lesson 13. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
945	Lesson 15. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
946	Lesson 1. Let's go 4	2	1800	10	5	1	0	20	4	3
947	Lesson 16. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
948	Lesson 17. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
949	Lesson 18. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
950	Lesson 10. Let's go 4	2	1800	10	5	1	0	20	7	2.928571429
951	Lesson 19. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
952	Lesson 11. Let's go 4	2	1800	10	5	1	0	20	3	3.666666667
953	Lesson 20. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
954	Lesson 21. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
955	Lesson 12. Let's go 4	2	1800	10	5	1	0	20	6	4.666666667
956	Lesson 22. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
957	Lesson 23. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
958	Lesson 24. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
959	Lesson 25. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
960	Lesson 13. Let's go 4	2	1800	10	5	1	0	20	5	5.6
961	Lesson 26. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
962	Lesson 27. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
963	Lesson 28. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
964	Lesson 29. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
965	Lesson 14. Let's go 4	2	1800	10	5	1	0	20	6	3.583333333
966	Lesson 30. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
967	Lesson 31. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
968	Lesson 32. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
969	Lesson 33. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
970	Lesson 34. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
971	Lesson 15. Let's go 4	2	1800	10	5	1	0	20	11	4.045454545
972	Lesson 16. Let's go 4	2	1800	10	5	1	0	20	5	5
973	Lesson 17. Let's go 4	2	1800	10	5	1	0	20	13	3.884615385
974	Lesson 18. Let's go 4	2	1800	10	5	1	0	20	5	4.9
975	Lesson 35. Oxford Discover 4	2	1800	10	5	1	0	20	0	0
976	Lesson 36. Oxford Discover 4	2	1800	10	5	1	0	20	3	4.5
977	Lesson 1. Oxford Discover 5	2	1800	10	5	1	0	20	0	0
978	Lesson 2. Discover 5	2	1800	10	5	1	0	20	0	0
979	Lesson 3. Discover 5	2	1800	10	5	1	0	20	0	0
1040	Lesson 7 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
982	Lesson 19. Let's go 4	2	1800	10	5	1	0	20	5	4.9
1039	Lesson 6 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
984	Lesson 5. Discover 5	2	1800	10	5	1	0	20	1	7.5
985	Lesson 6. Discover 5	2	1800	10	5	1	0	20	1	6.5
986	Lesson 7. Discover 5	2	1800	10	5	1	0	20	1	8.5
987	Lesson 8. Discover 5	2	1800	10	5	1	0	20	1	8
988	Lesson 9. Discover 5	2	1800	10	5	1	0	20	1	9
989	Lesson 10. Discover 5	2	1800	10	5	1	0	20	1	8.5
1042	Lesson 9 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
1041	Lesson 8 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
994	Lesson 11. Discover 5	2	1800	10	5	1	0	20	1	8
995	Lesson 12. Discover 5	2	1800	10	5	1	0	20	1	8.5
996	Lesson 13. Discover 5	2	1800	10	5	1	0	20	2	9.75
997	Lesson 14. Discover 5	2	1800	10	5	1	0	20	0	0
998	Lesson 15. Discover 5	2	1800	10	5	1	0	20	0	0
999	Lesson 16. Discover 5	2	1800	10	5	1	0	20	0	0
1000	Lesson 17. Discover 5	2	1800	10	5	1	0	20	0	0
1001	Lesson 18. Discover 5	2	1800	10	5	1	0	20	0	0
1002	Lesson 19. Discover 5	2	1800	10	5	1	0	20	0	0
1003	Lesson 20. Discover 5	2	1800	10	5	1	0	20	0	0
1004	Lesson 21. Discover 5	2	1800	10	5	1	0	20	0	0
1005	Lesson 22. Discover 5	2	1800	10	5	1	0	20	0	0
1006	Lesson 23. Discover 5	2	1800	10	5	1	0	20	0	0
1007	Lesson 24. Discover 5	2	1800	10	5	1	0	20	0	0
1008	Lesson 25. Discover 5	2	1800	10	5	1	0	20	0	0
1009	Lesson 26. Discover 5	2	1800	10	5	1	0	20	1	0
1010	Lesson 27. Discover 5	2	1800	10	5	1	0	20	0	0
1011	Lesson 28. Discover 5	2	1800	10	5	1	0	20	0	0
1012	Lesson 29. Discover 5	2	1800	10	5	1	0	20	0	0
1013	Lesson 30. Discover 5	2	1800	10	5	1	0	20	0	0
1014	Lesson 31. Discover 5	2	1800	10	5	1	0	20	0	0
1015	Lesson 32. Discover 5	2	1800	10	5	1	0	20	1	0
1016	Lesson 33. Discover 5	2	1800	10	5	1	0	20	0	0
1017	Lesson 34. Discover 5	2	1800	10	5	1	0	20	0	0
1018	Lesson 35. Discover 5	2	1800	10	5	1	0	20	0	0
1019	Lesson 36. Discover 5	2	1800	10	5	1	0	20	0	0
1020	Lesson 10. Discover 5	2	1800	10	5	1	0	20	3	7.5
1038	Lesson 5 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
1037	Lesson 4 Oxford Discovery level 6	2	1800	10	5	1	0	20	5	4
1036	Lesson 17'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	7.5
1026	Lesson 2. Let's go 4	2	1800	10	5	1	0	20	8	1.875
1028	Lesson 20. Let's go 4	2	1800	10	5	1	0	20	5	3.9
1035	Lesson 3 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
1034	Lesson 2 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
1033	Lesson 1 OD level 6	2	1800	10	5	1	0	20	0	0
1043	Lesson 10 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
1044	Lesson 11 Oxford Discovery level 6	2	1800	10	5	1	0	20	4	4.75
1045	Lesson 12 Oxford Discovery level 6	2	1800	10	5	1	0	20	4	5.5
1046	Lesson 13 Oxford Discovery level 6	2	1800	10	5	1	0	20	3	4.833333333
1047	Lesson 14 Oxford Discovery level 6	2	1800	10	5	1	0	20	2	6.5
1048	Lesson 15 Oxford Discovery level 6	2	1800	10	5	1	0	20	4	5.5
1049	Lesson 18'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	2	9.5
1050	Lesson 17 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
1051	Lesson 19'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	2	8.75
1052	Lesson 3. Let's go 4	2	1800	10	5	1	0	20	0	0
1053	Lesson 16 Oxford Discovery 6	2	1800	10	5	1	0	20	4	5.75
1054	Lesson 18 Oxford Discovery level 6	2	1800	10	5	1	0	20	4	4.375
1055	Lesson 19 Oxford Discovery level 6	2	1800	10	5	1	0	20	2	7
1056	Lesson 20 Oxford Discovery level 6	2	1800	10	5	1	0	20	2	7.75
1057	Lesson 20'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	5.5
1058	Lesson 21 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	6
1059	Lesson 22 Oxford Discovery level 6	2	1800	10	5	1	0	20	4	6.5
1060	Lesson 23 Oxford Discovery level 6	2	1800	10	5	1	0	20	2	5.5
1061	Lesson 23'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	2	5.75
1062	Lesson 24 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	8
1063	Lesson 25 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	6
1064	Lesson 26 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
1065	Lesson 27 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	9
1066	Lesson 28 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	8.5
1067	Lesson 29 Oxford Discovery 6	2	1800	10	5	1	0	20	0	0
1068	Lesson 30 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
1069	Lesson 31 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	6
1070	Lesson 32 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	7
1071	Lesson 33 Oxford Discovery level 6	2	1800	10	5	1	0	20	0	0
1072	Lesson 34 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	5
1073	Lesson 35 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	7.5
1074	Lesson 36 Oxford Discovery level 6	2	1800	10	5	1	0	20	1	6
1075	Lesson 24'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	8.5
1076	Lesson 25'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	2	3.75
1077	Lesson 26'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	5.5
1080	Lesson 4. Let's go 4	2	1800	10	5	1	0	20	8	5.6875
1079	Lesson 28'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	4	6.5
1082	Lesson 1. U1. Side by side	2	1800	10	5	1	0	20	45	6.7
1086	Lesson 3. U2. Side by side 1	2	1800	10	5	1	0	20	26	6.519230769
1084	Lesson 2. U1. Side by side 1	2	1800	10	5	1	0	20	0	0
1085	Lesson 29'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	3	5.333333333
1092	Lesson 8. U4. Side by side 1	2	1800	10	5	1	0	20	19	8.5
1088	Lesson 4. U2. Side by side 1	2	1800	10	5	1	0	20	30	6.733333333
1089	Lesson 5. U3. Side by side 1	2	1800	10	5	1	0	20	24	8.208333333
1090	Lesson 6. U3. Side by side 1	2	1800	10	5	1	0	20	19	7.236842105
1091	Lesson 7. U4. Side by side 1	2	1800	10	5	1	0	20	14	7.821428571
1093	Lesson 30'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	2	8.25
1094	Lesson 9. U5. Side by side 1	2	1800	10	5	1	0	20	12	6.583333333
1095	Lesson 5. Let's go 4	2	1800	10	5	1	0	20	0	0
1096	Lesson 10. U5. Side by side 1	2	1800	10	5	1	0	20	13	6.5
1097	Lesson 31'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	0
1098	Lesson 34'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	9
1099	Lesson 11. U6. Side by side 1	2	1800	10	5	1	0	20	15	7.3
1100	Lesson 35'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	0	0
1101	Lesson 12. U6. Side by side 1	2	1800	10	5	1	0	20	8	6.8125
1102	Lesson 36'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	0	0
1103	Lesson 6. Let's go 4	2	1800	10	5	1	0	20	8	2.75
1104	Lesson 37'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	0	0
1105	Lesson 39'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	0	0
1106	Lesson 13. U7. Side by side 1	2	1800	10	5	1	0	20	13	4.307692308
1107	Lesson 7. Let's go 4	2	1800	10	5	1	0	20	7	2.214285714
1108	Lesson 40'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	9.5
1109	Lesson 14. U7. Side by side 1	2	1800	10	5	1	0	20	10	6.85
1110	Lesson 15. U8. Side by side 1	2	1800	10	5	1	0	20	12	5.083333333
1115	Lesson 16. U8. Side by side 1	2	1800	10	5	1	0	20	12	4.541666667
1112	Lesson 8. Let's go 4	2	1800	10	5	1	0	20	8	3.375
1113	Lesson 41'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	8.5
1114	Lesson 42'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	3	2.833333333
1116	Lesson 17. U8. Side by side 1	2	1800	10	5	1	0	20	5	6.9
1118	Lesson 45'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	9.5
1120	Lesson 18. U9. Side by side 1	2	1800	10	5	1	0	20	5	7
1121	Lesson 9. Let's go 4	2	1800	10	5	1	0	20	0	0
1122	Lesson 19. U10. Side by side 1	2	1800	10	5	1	0	20	4	7.75
1123	Lesson 20. U10. Side by side 1	2	1800	10	5	1	0	20	6	5.166666667
1124	Lesson 46'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	9.5
1125	Lesson 21. U11. Side by side 1	2	1800	10	5	1	0	20	9	4.333333333
1126	Lesson 47'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	0	0
1127	Lesson 22. U11. Side by side 1	2	1800	10	5	1	0	20	5	5.8
1128	Lesson 48'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	8.5
1129	Lesson 23. U12. Side by side 1	2	1800	10	5	1	0	20	5	6.1
1130	Lesson 50'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	1	8.5
1131	Lesson 24. U12. Side by side 1	2	1800	10	5	1	0	20	16	3.6875
1137	Lesson 26. U13. Side by side 1	2	1800	10	5	1	0	20	6	6.166666667
1134	Lesson 51'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	3	7.333333333
1135	Lesson 1. Let's go 5.  U1. Food	2	1800	10	5	1	0	20	5	7.2
1136	Lesson 25. U13. Side by side 1	2	1800	10	5	1	0	20	6	5.833333333
1138	Lesson 27. U14. Side by side 1	2	1800	10	5	1	0	20	10	5.85
1139	Lesson 28. U14. Side by side 1	2	1800	10	5	1	0	20	5	6.1
1140	Lesson 29. U15. Side by side 1	2	1800	10	5	1	0	20	8	6.6875
1141	Lesson 30. U15. Side by side 1	2	1800	10	5	1	0	20	5	8.3
1142	Lesson 31. U16. Side by side 1	2	1800	10	5	1	0	20	5	7.7
1143	Lesson 32. U16. Side by side 1	2	1800	10	5	1	0	20	4	8.125
1144	Lesson 33. U17. Side by side 1	2	1800	10	5	1	0	20	5	7.4
1145	Lesson 34. U17. Side by side 1	2	1800	10	5	1	0	20	3	8.166666667
1194	Lesson 7. U4. Side by side 2	2	1800	10	5	1	0	20	0	0
1147	Lesson 52'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	3	7.333333333
1148	Lesson 53'. Cambridge Prepare level 3	2	1800	10	5	1	0	20	2	6.75
1217	Lesson 1. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1218	Lesson 2. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1219	Lesson 2'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1220	Lesson 4'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1221	Lesson 4'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1222	Lesson 4. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1180	Lesson 1. U1. Side by side 2	2	1800	10	5	1	0	20	0	0
1228	Lesson 8'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1190	Lesson 2. U2. Side by side 2	2	1800	10	5	1	0	20	0	0
1229	Lesson 9'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1230	Lesson 10. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1224	Lesson 5'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1225	Lesson 12. U5. The Future	2	1800	10	5	1	0	20	0	0
1171	Lesson 10. Let's go 5. U3-4. Review. Activities	2	1800	10	5	1	0	20	0	0
1191	Lesson 4. U2. Side by side 2	2	1800	10	5	1	0	20	0	0
1192	Lesson 5. U3. Side by side 2	2	1800	10	5	1	0	20	0	0
1231	Lesson 12. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1193	Lesson 6. U3. Side by side 2	2	1800	10	5	1	0	20	0	0
1226	Lesson 11. U5. The future	2	1800	10	5	1	0	20	0	0
1227	Lesson 6'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1195	Lesson 8. U4. Side by side 2	2	1800	10	5	1	0	20	0	0
2450	Lesson 4. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2448	Lesson 2.Grammar Friends	2	1800	10	5	1	0	20	0	0
1198	Lesson 11. U6. Side by side 2	2	1800	10	5	1	0	20	0	0
1199	Lesson 12. U6. Side by side 2	2	1800	10	5	1	0	20	0	0
1200	Lesson 13. U7. Side by side 2	2	1800	10	5	1	0	20	0	0
1201	Lesson 14. U7. Side by side 2	2	1800	10	5	1	0	20	0	0
1202	Lesson 15. U8. Side by side 2	2	1800	10	5	1	0	20	0	0
1203	Lesson 16. U8. Side by side 2	2	1800	10	5	1	0	20	0	0
1204	Lesson 17. U9. Side by side 2	2	1800	10	5	1	0	20	0	0
1205	Lesson 18. U9. Side by side 2	2	1800	10	5	1	0	20	0	0
1206	Lesson 19. U10. Side by side 2	2	1800	10	5	1	0	20	0	0
1207	Lesson 20. U10. Side by side 2	2	1800	10	5	1	0	20	0	0
1212	Lesson 24. U12. Side by side 2	2	1800	10	5	1	0	20	5	2.9
1209	Lesson 21. U11. Side by side 2	2	1800	10	5	1	0	20	0	0
1210	Lesson 22. U11. Side by side 2	2	1800	10	5	1	0	20	0	0
1211	Lesson 23. U12. Side by side 2	2	1800	10	5	1	0	20	0	0
1213	Lesson 25. U13. Side by side 2	2	1800	10	5	1	0	20	9	5.333333333
1214	Lesson 26. U13. Side by side 2	2	1800	10	5	1	0	20	6	4.75
1215	Lesson 11. U5. The future	2	1800	10	5	1	0	20	5	6
1216	Lesson 13. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1232	Lesson 14. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1233	Lesson 15. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1234	Lesson 16. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
2447	Lesson 1. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
1236	Lesson 17. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1237	Lesson 1. U1. Side by side 2	2	1800	10	5	1	0	20	0	0
1238	Lesson 2. U2. Side by side 2	2	1800	10	5	1	0	20	0	0
1239	Lesson 18. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	5.5
1240	Lesson 3. U2. Side by side 2	2	1800	10	5	1	0	20	0	0
1241	Lesson 4. U2. Side by side 2	2	1800	10	5	1	0	20	0	0
1242	Lesson 5. U3. Side by side 2	2	1800	10	5	1	0	20	0	0
1243	Lesson 6. U3. Side by side 2	2	1800	10	5	1	0	20	0	0
1244	Lesson 7. U4. Side by side 2	2	1800	10	5	1	0	20	0	0
2451	Lesson 5. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2449	Lesson 3.Grammar Friends 3	2	1800	10	5	1	0	20	0	0
1247	Lesson 19. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1248	Lesson 20. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1249	Lesson 21. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1250	Lesson 22. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1251	Lesson 14. U5. Side by side 3	2	1800	10	5	1	0	20	4	5.5
1252	Lesson 23. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	5.5
1253	Lesson 15. U5. Side by side 3	2	1800	10	5	1	0	20	0	0
1254	Lesson 24. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1255	Lesson 16. U5. Side by side 3	2	1800	10	5	1	0	20	5	7.4
1256	Lesson 25. Cambridge Prepare level 4	2	1800	10	5	1	0	20	2	2.25
1257	Lesson 17. U5. Side by side 3	2	1800	10	5	1	0	20	4	6.5
1258	Lesson 18. U6. Side by side 3	2	1800	10	5	1	0	20	4	9.25
1259	Lesson 19. U6. Side by side 3	2	1800	10	5	1	0	20	4	8.375
1260	Lesson 20. U6. Side by side 3	2	1800	10	5	1	0	20	3	5
1261	Lesson 13. U6. Seasons	2	1800	10	5	1	0	20	6	7.666666667
1262	Lesson 26. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	6.5
1263	Lesson 28. Cambridge Prepare level 4	2	1800	10	5	1	0	20	2	5.5
1264	Lesson 29. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1265	Lesson 21. U6. Side by side 3	2	1800	10	5	1	0	20	2	4.5
1266	Lesson 30.Cambridge Prepare Level 4	2	1800	10	5	1	0	20	1	0
1267	Lesson 22. U7. Side by side 3	2	1800	10	5	1	0	20	2	8.25
1268	Lesson 23. U7. Side by side 3	2	1800	10	5	1	0	20	2	6.25
1269	Lesson 30.Cambridge Prepare Level 4	2	1800	10	5	1	0	20	0	0
1270	Lesson 25. U8. Side by side 3	2	1800	10	5	1	0	20	3	5.333333333
1271	Lesson 26. U8. Side by side 3	2	1800	10	5	1	0	20	2	8.75
1272	Lesson 27. U8. Side by side 3	2	1800	10	5	1	0	20	2	8.25
1273	Lesson 31.Cambridge Prepare Level 4	2	1800	10	5	1	0	20	0	0
1274	Lesson 28. U8. Side by side 3	2	1800	10	5	1	0	20	0	0
1275	Lesson 32. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
1276	Lesson 29. U8. Side by side 3	2	1800	10	5	1	0	20	3	6.666666667
1277	Lesson 30. U9. Side by side 3	2	1800	10	5	1	0	20	4	6.125
1278	Lesson 33.Cambridge Prepare Level 4	2	1800	10	5	1	0	20	1	6
1279	Lesson 34. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	6
1280	Lesson 31. U9. Side by side 3	2	1800	10	5	1	0	20	4	6.625
1281	Lesson 35. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	6
1282	Lesson 32. U9. Side by side 3	2	1800	10	5	1	0	20	3	6.666666667
1283	Lesson 33. U9. Side by side 3	2	1800	10	5	1	0	20	3	5.5
1284	Lesson 36. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	8.5
1285	Lesson 34. U10. Side by side 3	2	1800	10	5	1	0	20	3	9.166666667
1286	Lesson 35. U10. Side by side 2	2	1800	10	5	1	0	20	0	0
1287	Lesson 37. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	10
1288	Lesson 36. U10. Side by side 3	2	1800	10	5	1	0	20	2	8.5
1289	Lesson 37. U10. Side by side 2	2	1800	10	5	1	0	20	0	0
1290	Lesson 38. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	6
1291	Lesson 38. U10. Side by side 3	2	1800	10	5	1	0	20	6	5.333333333
1292	Lesson 39. Cambridge Prepare level 4	2	1800	10	5	1	0	20	3	3.166666667
1293	Lesson 14. U6. Seasons	2	1800	10	5	1	0	20	8	6.875
1294	Lesson 1. U1. Side by side 4	2	1800	10	5	1	0	20	7	6.785714286
1295	Lesson 2. U1. Side by side 4	2	1800	10	5	1	0	20	9	4.111111111
1296	Lesson 3. U1. Side by side 4	2	1800	10	5	1	0	20	5	7.9
1297	Lesson 4. U2. Side by side 4	2	1800	10	5	1	0	20	8	4.6875
1298	Lesson 5. U2. Side by side 4	2	1800	10	5	1	0	20	7	6.571428571
1299	Lesson 6. U2. Side by side 4	2	1800	10	5	1	0	20	0	0
1300	Lesson 7. U2. Side by side 4	2	1800	10	5	1	0	20	4	5
1301	Lesson 8. U3. Side by side 4	2	1800	10	5	1	0	20	4	5.75
1302	Lesson 9. U3. Side by side 4	2	1800	10	5	1	0	20	4	2.5
1303	Lesson 10. U3. Side by side 4	2	1800	10	5	1	0	20	3	5.833333333
1304	Lesson 15. U5-6. Reviews.	2	1800	10	5	1	0	20	0	0
1305	Lesson 11. U3. Side by side 4	2	1800	10	5	1	0	20	2	2.75
1306	Lesson 12. U3. Side by side 4	2	1800	10	5	1	0	20	2	3.5
1307	Lesson 13. U4. Side by side 4	2	1800	10	5	1	0	20	2	3
1308	Lesson 14. U4. Side by side 4	2	1800	10	5	1	0	20	3	5.666666667
1309	Lesson 15. U4. Side by side 4	2	1800	10	5	1	0	20	3	5.666666667
1310	Lesson 16. U5. Side by side 4	2	1800	10	5	1	0	20	4	2.375
1311	Lesson 17. U5. Side by side 4	2	1800	10	5	1	0	20	1	6.5
1312	Lesson 18. U5. Side by side 4	2	1800	10	5	1	0	20	1	4
1313	Lesson 19. U5. Side by side 4	2	1800	10	5	1	0	20	1	4.5
1314	Lesson 20. U6. Side by side 4	2	1800	10	5	1	0	20	0	0
1315	Lesson 21. U6. Side by side 4	2	1800	10	5	1	0	20	0	0
1316	Lesson 22. U6. Side by side 4	2	1800	10	5	1	0	20	1	0
1317	Lesson 23. U7. Side by side 4	2	1800	10	5	1	0	20	5	7.8
1318	Lesson 24. U7. Side by side 4	2	1800	10	5	1	0	20	1	0
1319	Lesson 25. U7. Side by side 4	2	1800	10	5	1	0	20	1	0
1320	Lesson 30. U9. Side by side 4	2	1800	10	5	1	0	20	0	0
1321	Lesson 29. U8. Side by side 4	2	1800	10	5	1	0	20	0	0
1322	Lesson 28. U8. Side by side 4	2	1800	10	5	1	0	20	1	0
1323	Lesson 26. U8. Side by side 4	2	1800	10	5	1	0	20	0	0
1324	Lesson 27. U8. Side by side 3	2	1800	10	5	1	0	20	1	0
1325	Lesson 36. U10. Side by side 4	2	1800	10	5	1	0	20	0	0
1326	Lesson 31. U9. Side by side 4	2	1800	10	5	1	0	20	0	0
1327	Lesson 32. U9. Side by side 4	2	1800	10	5	1	0	20	0	0
1328	Lesson 33. U10. Side by side 4	2	1800	10	5	1	0	20	0	0
1329	Lesson 34. U10. Side by side 4	2	1800	10	5	1	0	20	0	0
1330	Lesson 35. U10. Side by side 4	2	1800	10	5	1	0	20	0	0
1331	Lesson 16. U7. The five senses.	2	1800	10	5	1	0	20	0	0
1333	Lesson 17. U7. The five senses.	2	1800	10	5	1	0	20	0	0
1335	Lesson 18. U8. New experiences.	2	1800	10	5	1	0	20	0	0
1337	Lesson 0. Starter. Family and Friends 6	2	1800	10	5	1	0	20	0	0
1338	Lesson 19. U8. New experiences.	2	1800	10	5	1	0	20	0	0
1339	Lesson 1. U1. Family and Friends 6	2	1800	10	5	1	0	20	3	7.166666667
1340	Lesson 2. U1. Family and Friends 6	2	1800	10	5	1	0	20	0	0
1341	Lesson 2. Let's go 5. U1. Food	2	1800	10	5	1	0	20	0	0
1342	Lesson 1. Prepare 5	2	1800	10	5	1	0	20	1	6.5
1343	Lesson 2'. Prepare 5	2	1800	10	5	1	0	20	3	2.833333333
1344	Lesson 3'. Prepare 5	2	1800	10	5	1	0	20	1	5
1345	Lesson 4'. Prepare 5	2	1800	10	5	1	0	20	1	6
1346	Lesson 5'. Prepare 5	2	1800	10	5	1	0	20	1	6.5
1347	Lesson 6'. Prepare 5	2	1800	10	5	1	0	20	1	6
1348	Lesson 7'. Prepare 5	2	1800	10	5	1	0	20	2	7
1349	Lesson 8'. Prepare 5	2	1800	10	5	1	0	20	1	7
1350	Lesson 9'. Prepare 5	2	1800	10	5	1	0	20	2	3.25
1351	Lesson 10'. Prepare 5	2	1800	10	5	1	0	20	1	5.5
1352	Lesson 11'. Prepare 5	2	1800	10	5	1	0	20	2	4
1353	Lesson 12'. Prepare 5	2	1800	10	5	1	0	20	1	6.5
1354	Lesson 13'. Prepare 5	2	1800	10	5	1	0	20	1	6.5
1355	Lesson 14'. Prepare 5	2	1800	10	5	1	0	20	0	0
1356	Lesson 15'. Prepare 5	2	1800	10	5	1	0	20	0	0
1357	Lesson 16'. Prepare 5	2	1800	10	5	1	0	20	0	0
1358	Lesson 17'. Prepare 5	2	1800	10	5	1	0	20	0	0
1359	Lesson 18'. Prepare 5	2	1800	10	5	1	0	20	1	0
1360	Lesson 20'. Prepare 5	2	1800	10	5	1	0	20	0	0
